order_count,total_spent,last_month_expenditure,coupon_used,preferred_category,payment_method,location_type,rating_last_purchase,churned
8,1642,412,Yes,Groceries,COD,Tier 1,1,1
8,4457,1315,Yes,Electronics,UPI,Tier 2,5,0
3,9743,1492,Yes,Apparel,Credit Card,Tier 1,3,0
12,13474,0,No,Books,COD,Tier 2,3,0
11,22318,8206,No,Electronics,UPI,Tier 1,5,0
13,21341,7840,No,Apparel,Credit Card,Tier 1,4,0
6,19551,3358,No,Groceries,UPI,Tier 2,4,0
12,15066,3180,No,Electronics,COD,Tier 2,1,0
12,8620,0,No,Apparel,Credit Card,Tier 1,3,0
18,8769,2270,No,Electronics,UPI,Tier 3,1,0
18,11179,1140,Yes,Electronics,UPI,Tier 2,1,0
12,20196,1252,Yes,Apparel,Wallet,Tier 2,1,0
5,2572,205,Yes,Electronics,COD,Tier 1,1,0
14,2169,338,Yes,Apparel,UPI,Tier 2,3,0
4,1626,0,No,Electronics,Wallet,Tier 1,2,1
8,15611,2621,Yes,Groceries,UPI,Tier 1,2,1
4,24751,0,No,Electronics,UPI,Tier 2,5,1
5,15341,1907,Yes,Books,UPI,Tier 1,5,0
2,2840,86,Yes,Food,Wallet,Tier 2,5,0
10,3402,316,No,Books,Wallet,Tier 2,3,0
17,13768,1253,No,Books,COD,Tier 1,3,0
4,4304,730,No,Books,Wallet,Tier 1,5,0
9,23519,0,No,Groceries,COD,Tier 1,5,0
13,21854,6862,No,Books,COD,Tier 2,2,1
12,19823,6692,No,Electronics,COD,Tier 1,2,1
3,4496,0,Yes,Food,COD,Tier 1,5,1
16,2866,237,No,Electronics,Wallet,Tier 1,1,1
20,16792,0,Yes,Electronics,COD,Tier 3,4,1
15,20537,0,No,Apparel,COD,Tier 3,1,0
9,6233,1210,Yes,Groceries,UPI,Tier 2,3,0
13,12769,0,Yes,Books,UPI,Tier 2,3,0
14,9341,0,Yes,Apparel,COD,Tier 1,3,0
4,17479,0,Yes,Books,COD,Tier 2,3,0
4,22763,0,No,Apparel,Wallet,Tier 3,5,0
20,21005,0,No,Electronics,COD,Tier 2,3,1
20,7773,473,Yes,Food,UPI,Tier 3,1,1
12,5117,371,Yes,Food,UPI,Tier 3,5,1
2,17055,3516,Yes,Books,UPI,Tier 1,5,0
4,1549,513,No,Groceries,COD,Tier 1,3,0
14,3739,1425,Yes,Electronics,COD,Tier 1,2,1
14,5194,1968,Yes,Books,COD,Tier 2,4,0
8,20793,0,No,Electronics,COD,Tier 1,5,1
9,9138,2793,Yes,Electronics,UPI,Tier 1,5,0
19,16691,4891,Yes,Groceries,UPI,Tier 2,4,0
1,13642,4392,Yes,Apparel,COD,Tier 1,3,1
13,12152,4187,Yes,Apparel,COD,Tier 3,4,0
18,5896,1691,No,Groceries,UPI,Tier 3,5,1
4,13973,4485,No,Books,COD,Tier 1,3,0
6,2499,0,Yes,Electronics,Credit Card,Tier 1,1,1
6,3128,378,Yes,Food,UPI,Tier 1,2,1
7,23970,3448,No,Apparel,Wallet,Tier 2,4,1
8,4191,0,Yes,Electronics,COD,Tier 3,5,0
17,6560,2357,Yes,Books,Wallet,Tier 1,3,0
20,11780,3323,Yes,Groceries,Credit Card,Tier 2,4,0
1,5773,1856,Yes,Food,Wallet,Tier 2,3,0
10,3309,106,Yes,Apparel,COD,Tier 2,5,0
3,8667,1514,Yes,Groceries,COD,Tier 2,5,0
7,22884,0,No,Apparel,UPI,Tier 2,2,0
1,1591,0,Yes,Apparel,Wallet,Tier 1,3,1
15,760,0,Yes,Electronics,Credit Card,Tier 3,4,0
9,16313,5094,Yes,Groceries,Wallet,Tier 1,1,1
10,24516,3737,Yes,Electronics,COD,Tier 1,5,0
7,6625,213,Yes,Books,COD,Tier 2,3,0
20,10445,3919,No,Groceries,UPI,Tier 1,5,0
1,14396,911,Yes,Food,Wallet,Tier 1,1,1
9,14955,299,No,Books,Credit Card,Tier 2,5,1
15,17655,0,Yes,Books,Credit Card,Tier 2,4,0
6,12430,2789,Yes,Apparel,UPI,Tier 3,3,0
10,19282,1309,Yes,Apparel,COD,Tier 1,3,0
14,20534,6590,Yes,Books,COD,Tier 2,4,0
10,23516,504,No,Electronics,Wallet,Tier 1,3,0
16,13323,1517,Yes,Food,COD,Tier 1,5,0
10,15190,1986,Yes,Apparel,COD,Tier 1,4,0
19,23966,8587,Yes,Groceries,COD,Tier 1,4,0
10,16118,0,Yes,Apparel,Credit Card,Tier 2,4,0
3,22941,1802,Yes,Books,COD,Tier 1,4,0
12,14563,0,No,Food,COD,Tier 2,3,0
14,658,126,Yes,Groceries,COD,Tier 3,5,0
8,24687,8718,Yes,Apparel,Credit Card,Tier 2,5,0
19,7757,0,No,Food,Credit Card,Tier 3,3,1
8,19303,4104,No,Apparel,COD,Tier 3,3,0
16,21892,0,No,Apparel,COD,Tier 1,3,0
5,24371,0,Yes,Food,COD,Tier 1,2,0
5,4986,822,No,Apparel,UPI,Tier 3,5,0
4,2519,316,Yes,Apparel,Wallet,Tier 3,4,0
4,15385,5077,No,Food,Credit Card,Tier 1,2,1
14,22007,3820,Yes,Electronics,Wallet,Tier 1,4,0
13,9970,2340,Yes,Groceries,UPI,Tier 2,1,0
6,10457,561,Yes,Electronics,COD,Tier 1,1,0
8,23275,1695,No,Books,UPI,Tier 1,2,1
17,11002,1327,Yes,Food,UPI,Tier 1,3,0
10,16039,3326,Yes,Apparel,Credit Card,Tier 1,1,1
13,9230,0,Yes,Groceries,UPI,Tier 3,3,1
2,17912,1599,Yes,Books,COD,Tier 1,1,1
19,6906,0,Yes,Electronics,UPI,Tier 2,1,0
5,21880,1886,No,Electronics,UPI,Tier 2,2,1
11,23671,8427,No,Electronics,COD,Tier 1,1,1
16,2718,963,Yes,Books,COD,Tier 1,1,1
16,7718,0,No,Electronics,UPI,Tier 3,2,0
1,6477,0,No,Apparel,COD,Tier 1,2,1
12,22665,6368,Yes,Apparel,COD,Tier 1,3,0
6,6283,0,No,Books,COD,Tier 2,4,1
15,17973,5764,No,Food,Wallet,Tier 2,4,0
8,10781,0,No,Apparel,COD,Tier 3,5,1
15,8575,1506,No,Electronics,UPI,Tier 2,2,0
17,4710,0,No,Electronics,UPI,Tier 3,1,1
7,15847,5211,Yes,Electronics,COD,Tier 2,5,0
7,7880,3148,Yes,Electronics,Wallet,Tier 3,1,1
7,1137,0,No,Electronics,Wallet,Tier 1,1,0
16,1222,161,Yes,Groceries,Wallet,Tier 1,4,0
10,3017,0,Yes,Books,COD,Tier 2,1,1
6,10175,0,Yes,Food,COD,Tier 3,1,0
17,19933,0,No,Electronics,UPI,Tier 2,5,0
2,515,0,Yes,Groceries,UPI,Tier 1,5,0
7,15317,2644,Yes,Groceries,Credit Card,Tier 1,1,1
16,2349,0,No,Electronics,UPI,Tier 2,5,1
7,24478,3193,No,Groceries,Credit Card,Tier 1,1,0
5,16711,0,Yes,Electronics,COD,Tier 1,2,1
16,11018,280,Yes,Electronics,Credit Card,Tier 1,4,1
18,23208,0,Yes,Books,COD,Tier 2,1,0
8,20169,0,Yes,Apparel,COD,Tier 3,3,0
10,23058,6272,Yes,Apparel,Wallet,Tier 1,2,0
4,5556,1077,Yes,Electronics,COD,Tier 3,1,1
19,16160,3468,Yes,Apparel,COD,Tier 2,5,0
1,4074,0,Yes,Apparel,Credit Card,Tier 3,3,1
16,6906,873,Yes,Apparel,UPI,Tier 2,5,0
3,7819,0,Yes,Books,Credit Card,Tier 2,1,1
3,20298,0,Yes,Books,COD,Tier 1,4,0
8,3058,0,Yes,Apparel,COD,Tier 3,5,0
5,20388,3721,Yes,Food,Credit Card,Tier 2,5,0
18,15401,5745,Yes,Books,COD,Tier 3,5,1
15,24485,0,Yes,Books,Wallet,Tier 1,3,0
11,15907,0,No,Groceries,COD,Tier 1,1,1
11,12359,3630,No,Books,UPI,Tier 3,1,0
20,18397,7122,Yes,Books,COD,Tier 3,3,0
13,3775,323,Yes,Groceries,COD,Tier 2,1,1
20,17376,0,Yes,Food,Wallet,Tier 2,3,0
19,21566,6778,Yes,Electronics,Credit Card,Tier 2,3,0
4,10195,0,No,Apparel,COD,Tier 3,4,1
18,8879,0,Yes,Electronics,COD,Tier 2,2,0
8,3636,1086,Yes,Apparel,Wallet,Tier 2,2,0
1,7069,0,Yes,Books,Credit Card,Tier 1,2,1
15,24263,0,Yes,Apparel,Credit Card,Tier 1,4,0
12,14285,5122,No,Electronics,COD,Tier 2,1,1
18,9588,0,Yes,Food,COD,Tier 3,2,0
12,1795,522,No,Apparel,COD,Tier 1,1,1
3,2733,476,Yes,Electronics,COD,Tier 1,3,0
13,10245,472,No,Books,COD,Tier 1,3,0
8,22112,1517,Yes,Apparel,Wallet,Tier 1,2,0
13,12129,539,No,Groceries,Credit Card,Tier 2,2,0
13,1532,489,No,Groceries,COD,Tier 1,2,1
9,12152,347,Yes,Apparel,Wallet,Tier 3,4,0
8,6987,1333,No,Electronics,COD,Tier 1,3,1
17,5976,2251,Yes,Food,COD,Tier 1,1,1
15,18022,5439,No,Apparel,Credit Card,Tier 3,3,0
19,15745,1712,No,Apparel,COD,Tier 2,4,0
19,16947,1020,Yes,Electronics,UPI,Tier 1,3,1
10,14390,5309,Yes,Electronics,Credit Card,Tier 1,2,0
18,2454,516,Yes,Electronics,COD,Tier 2,2,0
6,18101,5744,Yes,Electronics,UPI,Tier 1,1,1
5,10815,0,No,Books,COD,Tier 1,2,1
15,5341,1969,Yes,Electronics,UPI,Tier 3,3,0
9,17943,0,Yes,Electronics,Credit Card,Tier 3,1,0
17,23233,0,Yes,Food,UPI,Tier 3,4,0
19,16710,4688,No,Books,Credit Card,Tier 2,3,0
4,18283,0,Yes,Books,Credit Card,Tier 1,4,0
7,14215,0,No,Electronics,COD,Tier 2,5,0
14,8704,1703,Yes,Electronics,UPI,Tier 1,3,0
17,9238,1566,Yes,Food,COD,Tier 2,2,1
3,19622,0,No,Electronics,Wallet,Tier 3,4,0
1,17378,1767,No,Apparel,COD,Tier 1,4,0
14,7753,2929,Yes,Apparel,COD,Tier 3,2,1
14,6217,733,Yes,Food,Wallet,Tier 1,2,0
5,22009,0,Yes,Books,Wallet,Tier 2,4,0
11,15135,2962,No,Books,COD,Tier 1,2,1
8,2145,0,No,Electronics,COD,Tier 2,4,1
6,7811,0,No,Books,COD,Tier 2,4,0
12,22744,5680,No,Books,COD,Tier 1,3,0
3,21105,3832,Yes,Apparel,Credit Card,Tier 1,4,0
16,4274,1373,Yes,Books,COD,Tier 1,5,0
12,13976,2093,Yes,Books,Credit Card,Tier 3,2,1
4,10585,0,Yes,Apparel,Wallet,Tier 1,2,0
17,3843,1448,No,Apparel,COD,Tier 1,3,0
12,24604,3815,Yes,Electronics,UPI,Tier 1,5,1
3,3131,466,No,Apparel,Credit Card,Tier 1,1,0
19,4922,1104,Yes,Electronics,UPI,Tier 2,4,0
4,9924,354,No,Groceries,Wallet,Tier 1,4,1
18,23943,6366,Yes,Groceries,Wallet,Tier 3,1,0
9,20435,0,Yes,Apparel,Wallet,Tier 1,5,0
20,6959,1846,Yes,Electronics,COD,Tier 2,3,1
14,11964,0,Yes,Apparel,UPI,Tier 1,4,0
4,3773,0,Yes,Apparel,UPI,Tier 2,2,1
18,22558,0,Yes,Food,Credit Card,Tier 3,2,0
10,21144,5212,Yes,Electronics,UPI,Tier 2,3,0
10,1751,515,Yes,Apparel,Credit Card,Tier 1,5,0
16,18914,6068,Yes,Apparel,UPI,Tier 1,2,0
16,12515,0,No,Books,UPI,Tier 2,4,0
10,9993,0,No,Books,Wallet,Tier 3,5,1
9,6729,0,No,Apparel,COD,Tier 3,3,1
14,12711,3542,No,Books,Wallet,Tier 2,4,0
17,18780,4594,Yes,Electronics,Wallet,Tier 1,2,0
9,7497,2246,No,Food,Credit Card,Tier 1,5,0
8,10354,0,No,Books,Credit Card,Tier 1,5,0
1,19955,6511,Yes,Food,UPI,Tier 1,1,1
5,16602,1433,Yes,Groceries,COD,Tier 1,4,0
19,13075,0,No,Books,COD,Tier 1,4,0
11,21173,7039,Yes,Groceries,Wallet,Tier 1,5,0
19,10880,3541,No,Groceries,COD,Tier 1,5,0
18,21390,6358,No,Food,COD,Tier 1,5,0
9,22543,6813,No,Groceries,COD,Tier 1,1,0
19,22591,8327,No,Electronics,Wallet,Tier 2,3,0
20,18563,2982,Yes,Electronics,Wallet,Tier 1,1,0
8,11718,902,Yes,Food,UPI,Tier 3,4,0
15,7971,0,Yes,Apparel,COD,Tier 3,5,0
1,3824,417,Yes,Food,UPI,Tier 2,4,0
1,6172,854,No,Groceries,COD,Tier 1,1,0
18,5770,962,Yes,Apparel,COD,Tier 2,2,1
13,8771,2673,Yes,Books,COD,Tier 1,1,0
20,9003,0,No,Apparel,UPI,Tier 3,2,1
2,1634,362,Yes,Electronics,COD,Tier 2,2,1
20,14398,4428,No,Groceries,Credit Card,Tier 2,5,0
19,21472,6712,Yes,Electronics,COD,Tier 3,2,1
6,20495,5982,No,Groceries,Credit Card,Tier 2,2,1
5,3173,0,Yes,Apparel,COD,Tier 1,3,1
15,18138,6173,Yes,Electronics,Wallet,Tier 2,2,0
19,4535,1237,No,Apparel,UPI,Tier 3,1,1
16,1939,536,Yes,Books,Credit Card,Tier 1,1,1
17,12829,4674,No,Books,UPI,Tier 2,1,1
18,11564,1185,Yes,Food,Credit Card,Tier 3,4,0
16,22017,8249,Yes,Electronics,COD,Tier 3,1,1
19,8223,0,Yes,Electronics,UPI,Tier 2,1,1
4,13252,1940,No,Apparel,UPI,Tier 3,3,0
6,744,0,No,Food,Credit Card,Tier 3,2,1
8,10747,264,No,Apparel,COD,Tier 1,3,0
9,8576,2303,Yes,Books,Credit Card,Tier 2,1,0
2,12384,4762,Yes,Groceries,COD,Tier 2,3,1
1,14535,842,Yes,Groceries,COD,Tier 2,5,1
1,22582,0,Yes,Books,COD,Tier 1,3,1
8,19824,0,No,Books,COD,Tier 2,4,0
16,7744,2814,No,Apparel,Credit Card,Tier 3,5,0
4,12053,0,No,Apparel,COD,Tier 2,2,1
5,10572,699,No,Apparel,COD,Tier 2,2,1
15,7840,2186,No,Apparel,Wallet,Tier 3,5,0
3,17698,7014,No,Groceries,UPI,Tier 2,2,1
14,21111,2621,Yes,Books,Wallet,Tier 1,4,0
7,7286,0,No,Books,Credit Card,Tier 3,2,1
15,21121,558,Yes,Apparel,COD,Tier 1,1,0
19,17348,2407,No,Food,Wallet,Tier 1,4,0
14,15015,3662,Yes,Groceries,Credit Card,Tier 2,1,0
4,19780,4957,Yes,Apparel,UPI,Tier 3,5,0
20,3913,0,No,Electronics,COD,Tier 2,1,1
2,16660,3853,No,Electronics,UPI,Tier 1,3,0
2,9498,2886,Yes,Electronics,UPI,Tier 1,3,0
8,22479,0,No,Groceries,UPI,Tier 2,1,0
11,3954,298,No,Apparel,Wallet,Tier 3,2,1
6,7695,741,No,Books,COD,Tier 3,1,1
9,2007,517,Yes,Food,Wallet,Tier 2,4,0
7,17869,0,No,Electronics,Wallet,Tier 1,5,0
20,13377,4782,No,Electronics,Credit Card,Tier 1,1,1
18,11034,0,No,Groceries,Wallet,Tier 1,4,0
16,7555,528,No,Apparel,UPI,Tier 1,3,0
7,14277,2410,No,Books,Credit Card,Tier 3,3,0
17,22055,4175,Yes,Electronics,Wallet,Tier 3,1,0
19,22972,2576,No,Electronics,UPI,Tier 1,3,0
18,22381,4187,No,Apparel,Credit Card,Tier 1,2,0
7,7101,1157,Yes,Groceries,UPI,Tier 3,4,0
15,12595,0,No,Books,UPI,Tier 1,1,0
16,564,0,Yes,Books,COD,Tier 1,4,0
11,19112,5228,Yes,Books,Wallet,Tier 1,3,0
11,15958,0,No,Books,Wallet,Tier 3,3,0
5,11495,0,Yes,Food,UPI,Tier 3,3,0
15,4848,1895,No,Apparel,Credit Card,Tier 1,2,1
6,23152,0,Yes,Food,Wallet,Tier 2,1,1
15,24586,0,No,Books,UPI,Tier 1,5,1
13,4425,884,Yes,Electronics,Wallet,Tier 3,1,1
13,4404,0,No,Electronics,Wallet,Tier 3,4,0
8,10914,3534,No,Groceries,Credit Card,Tier 2,5,0
18,14900,0,Yes,Books,COD,Tier 1,4,0
12,606,0,Yes,Electronics,Wallet,Tier 2,1,1
20,1725,680,Yes,Books,UPI,Tier 1,2,1
1,12555,0,No,Groceries,COD,Tier 2,2,1
9,2933,0,No,Electronics,UPI,Tier 1,3,0
17,6144,1685,Yes,Food,Wallet,Tier 1,1,1
20,15190,5622,No,Apparel,UPI,Tier 2,2,0
10,13638,732,No,Electronics,UPI,Tier 2,3,0
20,24356,3823,No,Groceries,COD,Tier 3,4,0
15,11434,3830,No,Groceries,COD,Tier 2,5,1
8,23864,0,Yes,Books,Credit Card,Tier 1,4,0
11,11385,2724,Yes,Apparel,COD,Tier 2,2,1
4,1924,72,No,Apparel,Credit Card,Tier 2,3,1
3,18193,2152,Yes,Electronics,UPI,Tier 3,1,1
12,13138,1808,Yes,Electronics,Credit Card,Tier 2,4,0
17,24776,0,No,Books,UPI,Tier 2,5,0
11,23819,2499,No,Electronics,Credit Card,Tier 1,1,0
17,7233,2307,Yes,Apparel,COD,Tier 3,4,0
1,14227,0,Yes,Apparel,COD,Tier 3,4,1
13,19217,1600,No,Books,COD,Tier 1,1,0
6,13375,4632,Yes,Books,COD,Tier 1,2,1
4,13619,4793,Yes,Food,UPI,Tier 1,2,0
2,17763,5008,Yes,Electronics,Wallet,Tier 2,3,0
3,18009,5625,Yes,Books,Credit Card,Tier 2,4,0
19,12054,251,Yes,Electronics,Wallet,Tier 3,2,1
14,5913,398,No,Electronics,COD,Tier 3,1,1
15,22623,4695,Yes,Apparel,UPI,Tier 1,2,0
19,21375,0,Yes,Apparel,UPI,Tier 1,3,0
16,24265,8723,No,Electronics,COD,Tier 1,3,0
12,8659,0,No,Apparel,COD,Tier 1,1,1
8,12255,0,No,Electronics,COD,Tier 3,2,0
8,651,84,Yes,Books,COD,Tier 3,4,0
19,12718,2165,Yes,Electronics,Wallet,Tier 3,2,0
11,11205,0,Yes,Books,Credit Card,Tier 1,1,1
20,14272,0,No,Electronics,COD,Tier 2,4,0
4,13847,2291,No,Electronics,UPI,Tier 3,4,0
3,8026,1994,Yes,Apparel,COD,Tier 2,5,0
6,15568,0,Yes,Apparel,COD,Tier 2,3,1
4,23095,0,Yes,Books,Credit Card,Tier 2,5,1
14,24720,3906,Yes,Books,Wallet,Tier 1,3,0
11,5399,0,No,Groceries,UPI,Tier 1,2,1
6,9045,0,Yes,Food,Credit Card,Tier 3,3,0
14,3522,1046,Yes,Groceries,Credit Card,Tier 2,3,0
10,18641,0,Yes,Apparel,COD,Tier 2,5,0
6,13724,0,No,Apparel,COD,Tier 2,5,0
5,7740,0,Yes,Electronics,Credit Card,Tier 3,3,0
15,17627,5701,Yes,Electronics,Wallet,Tier 2,2,0
15,801,56,Yes,Food,Credit Card,Tier 2,3,0
17,20329,0,Yes,Books,Credit Card,Tier 2,3,1
19,934,0,No,Books,Wallet,Tier 1,3,0
17,23902,0,No,Food,Credit Card,Tier 3,2,1
13,3213,0,Yes,Books,UPI,Tier 3,3,0
20,20611,0,No,Groceries,UPI,Tier 1,3,0
2,24736,6148,Yes,Groceries,UPI,Tier 3,1,0
9,6026,0,Yes,Electronics,COD,Tier 1,1,0
9,18474,841,No,Apparel,UPI,Tier 3,1,1
13,7740,1126,Yes,Apparel,COD,Tier 1,5,0
12,17593,5071,No,Books,COD,Tier 1,3,1
11,22835,7960,No,Books,Credit Card,Tier 1,4,0
6,22297,3819,Yes,Books,UPI,Tier 1,5,0
17,2524,0,No,Electronics,COD,Tier 1,1,1
6,7870,0,No,Apparel,COD,Tier 1,1,1
1,23341,8920,Yes,Apparel,UPI,Tier 1,1,0
13,11562,1997,Yes,Electronics,COD,Tier 2,3,0
4,10175,2949,Yes,Electronics,COD,Tier 2,1,0
18,5767,0,Yes,Groceries,COD,Tier 2,2,1
13,18972,6510,No,Apparel,COD,Tier 2,5,0
16,19475,6646,Yes,Groceries,COD,Tier 1,2,0
14,13342,4839,Yes,Electronics,Wallet,Tier 3,4,0
12,10810,257,Yes,Apparel,UPI,Tier 2,4,0
10,21791,0,Yes,Electronics,UPI,Tier 3,3,1
7,4049,1044,No,Electronics,Wallet,Tier 3,3,0
9,12665,0,Yes,Food,Credit Card,Tier 1,4,0
4,7925,0,Yes,Apparel,COD,Tier 1,5,0
9,14705,0,Yes,Groceries,COD,Tier 2,2,0
2,21022,7380,Yes,Food,Wallet,Tier 2,5,1
19,18254,4486,Yes,Electronics,Wallet,Tier 1,4,0
4,15207,0,Yes,Electronics,COD,Tier 3,1,1
14,12954,0,No,Food,COD,Tier 3,4,1
17,7155,294,Yes,Books,Credit Card,Tier 2,4,0
14,19362,2005,Yes,Apparel,Credit Card,Tier 2,5,0
20,22351,8364,No,Apparel,COD,Tier 1,1,1
11,3892,795,No,Food,UPI,Tier 2,1,1
18,9481,3244,Yes,Apparel,UPI,Tier 1,2,1
2,4157,982,No,Apparel,COD,Tier 2,5,0
20,13506,2560,Yes,Books,COD,Tier 1,2,1
10,18948,3579,Yes,Electronics,UPI,Tier 1,5,0
7,2211,0,Yes,Apparel,COD,Tier 2,1,0
7,23267,0,Yes,Electronics,Credit Card,Tier 1,5,0
7,20510,3817,Yes,Food,COD,Tier 1,4,0
8,10169,3891,Yes,Apparel,UPI,Tier 3,1,0
2,9467,0,Yes,Books,COD,Tier 3,2,1
10,16629,1552,Yes,Electronics,Wallet,Tier 1,5,0
12,20691,6133,Yes,Groceries,COD,Tier 2,1,0
4,14198,0,Yes,Books,Credit Card,Tier 2,5,1
14,5781,322,Yes,Books,Credit Card,Tier 1,2,1
9,8869,995,Yes,Electronics,Wallet,Tier 3,1,0
15,13762,0,Yes,Books,COD,Tier 1,2,0
20,3645,0,Yes,Apparel,Credit Card,Tier 3,2,0
8,21172,0,No,Food,Credit Card,Tier 2,4,0
16,8056,606,No,Food,COD,Tier 2,2,0
19,13707,1445,No,Electronics,COD,Tier 2,5,0
20,23892,0,No,Apparel,COD,Tier 2,5,0
6,15135,1307,No,Books,Wallet,Tier 1,5,0
10,4797,1283,No,Groceries,Credit Card,Tier 1,1,1
14,2120,81,No,Electronics,Wallet,Tier 2,5,1
13,12452,3234,Yes,Apparel,COD,Tier 1,1,0
6,22645,4518,No,Groceries,Wallet,Tier 2,5,0
12,24401,0,No,Electronics,COD,Tier 1,5,1
13,20255,0,No,Books,COD,Tier 1,2,1
3,11772,3467,Yes,Apparel,COD,Tier 3,2,1
9,12871,4477,No,Apparel,Wallet,Tier 2,5,0
5,1179,0,Yes,Groceries,UPI,Tier 1,5,0
7,16175,919,Yes,Books,COD,Tier 1,2,0
16,12286,4851,No,Electronics,Wallet,Tier 2,2,0
19,10335,0,No,Electronics,COD,Tier 3,3,1
5,22910,1485,No,Apparel,Credit Card,Tier 1,5,0
11,21587,6176,No,Electronics,Credit Card,Tier 3,4,0
4,16389,993,No,Apparel,Wallet,Tier 1,1,1
6,8204,0,No,Groceries,UPI,Tier 2,3,0
6,18024,1728,No,Apparel,COD,Tier 2,3,1
18,1441,53,No,Groceries,COD,Tier 1,5,1
8,4501,1457,No,Electronics,Credit Card,Tier 1,1,0
20,22778,6299,Yes,Apparel,Credit Card,Tier 1,2,0
14,17272,0,Yes,Books,UPI,Tier 1,5,0
11,3320,236,Yes,Apparel,COD,Tier 2,3,0
2,11051,0,Yes,Apparel,COD,Tier 3,1,1
10,13263,1255,No,Apparel,UPI,Tier 2,2,1
14,12331,555,No,Books,COD,Tier 1,1,1
2,19453,2219,No,Groceries,UPI,Tier 1,5,0
6,15745,2556,Yes,Apparel,COD,Tier 2,5,0
6,1671,474,Yes,Food,Credit Card,Tier 1,3,0
1,6709,789,No,Electronics,Wallet,Tier 1,5,0
19,8937,1983,Yes,Books,UPI,Tier 1,1,0
18,2310,749,Yes,Apparel,COD,Tier 2,1,1
20,22631,3032,No,Apparel,Credit Card,Tier 1,1,0
8,23144,2486,Yes,Electronics,Credit Card,Tier 1,3,0
8,1804,625,No,Apparel,UPI,Tier 1,4,0
10,4794,0,No,Apparel,Credit Card,Tier 1,4,0
16,15889,0,No,Groceries,COD,Tier 1,4,0
20,6820,0,Yes,Apparel,Credit Card,Tier 1,2,1
3,4966,0,No,Apparel,Credit Card,Tier 3,4,0
8,19355,3572,No,Books,COD,Tier 2,2,1
16,20061,424,Yes,Books,COD,Tier 2,5,0
11,16229,6178,Yes,Groceries,COD,Tier 1,3,0
3,1645,0,No,Books,Credit Card,Tier 3,3,1
20,4492,1556,No,Apparel,COD,Tier 3,3,0
10,24929,6760,Yes,Books,COD,Tier 1,5,0
20,5234,858,No,Groceries,UPI,Tier 1,2,1
6,3242,238,Yes,Food,COD,Tier 1,1,1
19,24004,7231,No,Apparel,COD,Tier 1,2,1
20,2455,580,Yes,Books,UPI,Tier 3,1,1
12,4144,1169,Yes,Groceries,Wallet,Tier 1,4,0
5,15673,3974,Yes,Electronics,UPI,Tier 2,1,0
9,6355,1945,No,Electronics,UPI,Tier 2,5,0
6,4590,332,Yes,Books,Wallet,Tier 2,2,1
11,9026,0,Yes,Apparel,Credit Card,Tier 1,3,0
18,19084,0,Yes,Food,Credit Card,Tier 1,2,0
18,24940,0,Yes,Groceries,Credit Card,Tier 3,2,1
20,9232,1580,Yes,Apparel,Credit Card,Tier 3,2,0
4,21351,0,No,Apparel,Credit Card,Tier 1,3,1
2,20791,0,Yes,Food,Wallet,Tier 1,1,0
7,10886,1008,Yes,Food,COD,Tier 2,3,0
12,19967,7571,No,Apparel,Credit Card,Tier 3,4,0
6,16558,1962,Yes,Electronics,COD,Tier 1,5,0
2,1564,0,Yes,Groceries,COD,Tier 1,5,1
15,20115,0,No,Books,Wallet,Tier 1,2,1
1,22776,9008,Yes,Electronics,Wallet,Tier 2,2,0
1,15754,0,Yes,Apparel,Credit Card,Tier 1,2,1
7,7108,0,No,Electronics,COD,Tier 3,5,1
5,3074,0,No,Groceries,UPI,Tier 3,1,0
6,4021,489,No,Electronics,Wallet,Tier 2,4,1
2,11981,3859,Yes,Food,UPI,Tier 3,2,0
9,23738,0,Yes,Apparel,UPI,Tier 1,3,0
3,24960,5302,Yes,Books,UPI,Tier 3,5,0
4,21352,4971,No,Electronics,COD,Tier 2,4,0
17,18780,3734,No,Apparel,Credit Card,Tier 2,3,0
20,8289,2469,Yes,Apparel,COD,Tier 2,4,0
20,8075,1273,No,Apparel,COD,Tier 2,3,0
3,21366,0,Yes,Books,Wallet,Tier 1,2,1
16,5908,0,Yes,Books,COD,Tier 1,5,0
12,13824,2395,No,Books,UPI,Tier 3,5,0
4,14984,0,Yes,Electronics,Credit Card,Tier 1,3,0
19,520,137,Yes,Apparel,COD,Tier 1,1,0
14,9081,3170,No,Books,Credit Card,Tier 2,3,0
6,16889,3206,Yes,Electronics,Wallet,Tier 1,2,1
10,16010,0,No,Apparel,UPI,Tier 1,5,0
17,22108,0,Yes,Groceries,COD,Tier 1,1,0
20,17055,1894,Yes,Groceries,COD,Tier 2,5,0
18,12064,571,No,Groceries,Wallet,Tier 3,4,0
10,8859,2131,Yes,Food,UPI,Tier 2,1,0
16,10178,0,No,Food,COD,Tier 3,1,1
12,3581,879,Yes,Electronics,Credit Card,Tier 2,5,0
16,5488,0,No,Groceries,COD,Tier 1,3,0
4,10152,1679,No,Apparel,COD,Tier 2,3,0
9,14829,2278,Yes,Groceries,COD,Tier 3,4,0
1,21967,0,Yes,Food,Wallet,Tier 1,4,1
5,1189,0,Yes,Electronics,Credit Card,Tier 1,2,0
13,21265,8409,Yes,Electronics,COD,Tier 1,5,0
16,3496,0,No,Apparel,UPI,Tier 1,2,1
13,9614,0,No,Books,COD,Tier 1,5,0
